Probe Set ID,CG Name,Gene Name,FBgn Number,GO
145783_at,CG12194,CG12194,FBgn0031636,0006810 // transport // inferred from electronic annotation
145785_at,CG11926,CG11926,FBgn0031640,---
145794_at,CG14044,CG14044,FBgn0031650,---
145799_at,CG14043,CG14043,FBgn0031659,0006839 // mitochondrial transport // inferred from sequence or structural similarity
145805_at,CG14042,CG14042,FBgn0031671,0007242 // intracellular signaling cascade // inferred from electronic annotation
145806_at,CG14040,CG14040,FBgn0031676,0008643 // carbohydrate transport // inferred from electronic annotation
145807_at,CG14036,CG14036,FBgn0031677,---
145812_at,CG14035,CG14035,FBgn0031685,---
145814_at,CG14034,CG14034,FBgn0031691,0006629 // lipid metabolic process // inferred from electronic annotation
145817_at,CG14023,CG14023,FBgn0031698,---
145819_at,CG14022,CG14022,FBgn0031700,---
145821_at,CG12512,CG12512,FBgn0031703,0008152 // metabolic process // inferred from electronic annotation
145824_at,CG14020,CG14020,FBgn0031707,---
145828_at,CG14019,Cap-D3,FBgn0031714,---
145830_at,CG14014,CG14014,FBgn0031718,---
145832_at,CG14013,CG14013,FBgn0031720,0006508 // proteolysis // inferred from electronic annotation
145833_at,CG14017,CG14017,FBgn0031721,---
145834_at,CG14011,CG14011,FBgn0031722,---
145835_at,CG14010,CG14010,FBgn0031725,---
145836_at,CG7249,CG7249,FBgn0031726,---
145837_at,CG14009,CG14009,FBgn0031727,---
145839_at,CG12511,CG12511,FBgn0031729,---
145841_at,CG14007,CG14007,FBgn0031731,---
145842_at,CG11149,CG11149,FBgn0031732,---
145843_at,CG14006,CG14006,FBgn0031733,0006166 // purine ribonucleoside salvage // inferred from electronic annotation
145844_at,CG11147,CG11147,FBgn0031734,0006810 // transport // inferred from electronic annotation
145845_at,CG11029,CG11029,FBgn0031735,0006629 // lipid metabolic process // inferred from electronic annotation
145846_at,CG11030,CG11030,FBgn0031736,0006364 // rRNA processing // inferred from electronic annotation
145847_at,CG11034,CG11034,FBgn0031741,0006508 // proteolysis // inferred from electronic annotation
145853_at,CG14001,bchs,FBgn0031748,0007041 // lysosomal transport // inferred from sequence or structural similarity /// 0007409 // axonogenesis // inferred from mutant phenotype /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0022416 // bristle development // inferred from genetic interaction /// 0031396 // regulation of protein ubiquitination // inferred from mutant phenotype /// 0048749 // compound eye development // inferred from mutant phenotype /// 0050807 // regulation of synapse organization and biogenesis // inferred from genetic interaction
145854_at,CG14000,CG14000,FBgn0031749,---
145855_at,CG9011,bchs,FBgn0031750,0007041 // lysosomal transport // inferred from sequence or structural similarity /// 0007409 // axonogenesis // inferred from mutant phenotype /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0022416 // bristle development // inferred from genetic interaction /// 0031396 // regulation of protein ubiquitination // inferred from mutant phenotype /// 0048749 // compound eye development // inferred from mutant phenotype /// 0050807 // regulation of synapse organization and biogenesis // inferred from genetic interaction
145856_at,CG13999,CG13999,FBgn0031753,---
145859_at,CG13992,CG13992,FBgn0031756,---
145864_at,CG13996,CG13996,FBgn0031763,---
145866_at,CG13995,CG13995,FBgn0031770,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
145867_at,CG13994,CG13994,FBgn0031772,---
145871_at,CG13993,CG13993,FBgn0031776,0006457 // protein folding // inferred from electronic annotation
145872_at,CG5972,Arc-p20,FBgn0031781,"0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0030031 // cell projection biogenesis // inferred from mutant phenotype /// 0030041 // actin filament polymerization // inferred from electronic annotation /// 0030866 // cortical actin cytoskeleton organization and biogenesis // inferred from mutant phenotype"
145875_at,CG13991,CG13991,FBgn0031785,0006508 // proteolysis // inferred from electronic annotation
145876_at,CG13989,CG13989,FBgn0031786,---
145882_at,CG13983,CG13983,FBgn0031792,---
145886_at,CG13984,CG13984,FBgn0031796,---
145898_at,CG13982,CG13982,FBgn0031811,---
145908_at,CG11015,CG11015,FBgn0031830,"0006123 // mitochondrial electron transport, cytochrome c to oxygen // inferred from sequence or structural similarity /// 0055114 // oxidation reduction // inferred from electronic annotation"
145909_at,CG11043,CG11043,FBgn0031831,"0006123 // mitochondrial electron transport, cytochrome c to oxygen // inferred from sequence or structural similarity /// 0055114 // oxidation reduction // inferred from electronic annotation"
145911_at,CG13766,CG13766,FBgn0031834,---
145912_at,CG11319,CG11319,FBgn0031835,0006508 // proteolysis // inferred from electronic annotation
145913_at,CG11320,CG11320,FBgn0031837,0007155 // cell adhesion // inferred from sequence or structural similarity
145918_at,CG13771,CG13771,FBgn0031844,---
145919_at,CG11327,CG11327,FBgn0031849,---
145920_at,CG11188,CG11188,FBgn0031851,---
145921_at,CG11201,CG11201,FBgn0031853,0006464 // protein modification process // inferred from electronic annotation
145922_at,CG11323,CG11323,FBgn0031854,0006464 // protein modification process // inferred from electronic annotation
145923_at,CG11221,CG11221,FBgn0031855,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement
145924_at,CG11322,CG11322,FBgn0031856,---
145925_at,CG11321,CG11321,FBgn0031857,---
145933_at,CG13775,CG13775,FBgn0031874,---
145934_at,CG10399,CG10399,FBgn0031877,0006551 // leucine metabolic process // inferred from sequence or structural similarity /// 0008152 // metabolic process // inferred from electronic annotation
145937_at,CG13776,CG13776,FBgn0031880,---
145940_at,CG11289,CG11289,FBgn0031887,0007010 // cytoskeleton organization and biogenesis // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
145947_at,CG4567,CG4567,FBgn0031898,0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from electronic annotation /// 0006414 // translational elongation // non-traceable author statement
145948_at,CG13786,CG13786,FBgn0031900,---
145949_at,CG13785,CG13785,FBgn0031901,---
145964_at,CG13791,CG13791,FBgn0031923,---
145967_at,CG13792,CG13792,FBgn0031927,---
145973_at,CG13793,CG13793,FBgn0031935,0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity /// 0006836 // neurotransmitter transport // inferred from electronic annotation
145974_at,CG13794,CG13794,FBgn0031936,0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity /// 0006836 // neurotransmitter transport // inferred from electronic annotation
145975_at,CG13795,CG13795,FBgn0031937,0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity
145976_s_at,CG18590,CG18590,FBgn0031938,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity"
145977_at,CG13796,CG13796,FBgn0031939,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity"
145980_at,CG14538,CG14538,FBgn0031943,---
145985_at,CG7134,cdc14,FBgn0031952,0006470 // protein amino acid dephosphorylation // inferred from electronic annotation /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0016311 // dephosphorylation // inferred from electronic annotation
145986_at,CG14537,CG14537,FBgn0031954,---
145987_at,CG14535,CG14535,FBgn0031955,0007018 // microtubule-based movement // inferred from electronic annotation
145995_at,CG12318,CG12318,FBgn0031964,---
145996_at,CG14532,CG14532,FBgn0031966,---
146001_at,CG12560,CG12560,FBgn0031974,0008152 // metabolic process // inferred from electronic annotation
146004_at,CG7380,baf,FBgn0031977,0030717 // karyosome formation // inferred from mutant phenotype
146017_at,CG14277,CG14277,FBgn0032008,---
146022_at,CG14275,CG14275,FBgn0032022,---
146023_at,CG14274,CG14274,FBgn0032023,---
146024_at,CG14273,CG14273,FBgn0032024,---
146026_at,CG13390,CG13390,FBgn0032031,---
146027_at,CG13392,CG13392,FBgn0032033,---
146029_at,CG13393,CG13393,FBgn0032035,0006915 // apoptosis // inferred from electronic annotation /// 0006916 // anti-apoptosis // non-traceable author statement /// 0043066 // negative regulation of apoptosis // non-traceable author statement
146030_at,CG13394,CG13394,FBgn0032037,---
146032_at,CG13385,CG13385,FBgn0032039,---
146033_at,CG13398,CG13398,FBgn0032042,---
146036_at,CG13087,CG13087,FBgn0032045,---
146037_at,CG13088,CG13088,FBgn0032047,---
146039_at,CG13097,CG13097,FBgn0032051,0006364 // rRNA processing // inferred from electronic annotation
146040_at,CG13090,CG13090,FBgn0032054,0006777 // Mo-molybdopterin cofactor biosynthetic process // inferred from sequence or structural similarity /// 0008152 // metabolic process // inferred from electronic annotation
146041_at,CG18042,CG18042,FBgn0032056,---
146048_at,CG12438,CG12438,FBgn0032065,---
146061_at,CG13102,CG13102,FBgn0032088,---
146067_at,CG12439,CG12439,FBgn0032094,---
146072_at,CG13108,CG13108,FBgn0032100,---
146081_at,CG13110,CG13110,FBgn0032111,---
146084_at,CG3752,Aldh,FBgn0032114,0006090 // pyruvate metabolic process // inferred from sequence or structural similarity /// 0008152 // metabolic process // inferred from electronic annotation /// 0045471 // response to ethanol // inferred from mutant phenotype /// 0055114 // oxidation reduction // inferred from electronic annotation
146092_at,CG13113,CG13113,FBgn0032126,---
146093_at,CG13114,CG13114,FBgn0032127,---
146099_at,CG13116,CG13116,FBgn0032139,---
146100_at,CG13117,CG13117,FBgn0032140,---
146101_at,CG13120,CG13120,FBgn0032142,0006814 // sodium ion transport // inferred from electronic annotation
146104_at,CG13121,CG13121,FBgn0032145,0006814 // sodium ion transport // inferred from electronic annotation
146107_at,CG13123,CG13123,FBgn0032150,---
146110_at,CG4539,Bka,FBgn0032155,0048096 // chromatin-mediated maintenance of transcription // non-traceable author statement
146111_at,CG13125,CG13125,FBgn0032163,---
146113_at,CG13126,CG13126,FBgn0032168,---
146116_at,CG13131,CG13131,FBgn0032175,---
146117_at,CG13127,CG13127,FBgn0032176,---
146121_at,CG13133,CG13133,FBgn0032181,---
146122_at,CG13134,CG13134,FBgn0032182,---
146124_at,CG13135,CG13135,FBgn0032184,---
146126_at,CG13136,CG13136,FBgn0032186,---
146127_at,CG13137,CG13137,FBgn0032188,---
146147_at,CG13139,CG13139,FBgn0032230,---
146154_at,CG17768,CG17768,FBgn0032240,0016071 // mRNA metabolic process // inferred from electronic annotation
146155_at,CG5356,CG5356,FBgn0032241,0016071 // mRNA metabolic process // inferred from electronic annotation
146160_at,CG13142,CG13142,FBgn0032251,---
146169_at,CG6138,CG6138,FBgn0032268,---
146203_at,CG12517,CG12517,FBgn0032311,---
146204_at,CG14071,CG14071,FBgn0032312,---
146205_at,CG14070,CG14070,FBgn0032313,---
146207_at,CG14069,CG14069,FBgn0032315,---
146210_at,CG14072,CG14072,FBgn0032318,---
146215_at,CG6093,abo,FBgn0032323,0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from expression pattern /// 0048477 // oogenesis // inferred from mutant phenotype
146218_at,CG16840,Art8,FBgn0032329,---
146225_at,CG14919,Ast-C,FBgn0032336,0007218 // neuropeptide signaling pathway // non-traceable author statement /// 0007218 // neuropeptide signaling pathway // traceable author statement /// 0008016 // regulation of heart contraction // non-traceable author statement
146234_at,CG14922,Ca-beta,FBgn0032351,---
146235_at,CG14923,Ca-beta,FBgn0032352,---
146238_at,CG4831,CG4831,FBgn0032356,0000090 // mitotic anaphase // inferred from mutant phenotype /// 0007018 // microtubule-based movement // inferred from electronic annotation /// 0007018 // microtubule-based movement // inferred from sequence or structural similarity
146239_at,CG16917,CG16917,FBgn0032357,0000090 // mitotic anaphase // inferred from mutant phenotype /// 0007018 // microtubule-based movement // inferred from electronic annotation /// 0007018 // microtubule-based movement // inferred from sequence or structural similarity
146247_at,CG12307,CG12307,FBgn0032370,---
146249_at,CG12602,CG12602,FBgn0032373,0015992 // proton transport // inferred from electronic annotation
146254_at,CG14940,CG14940,FBgn0032379,0007165 // signal transduction // inferred from electronic annotation
146264_s_at,CG17749,CG17749,FBgn0032392,0006523 // alanine biosynthetic process // inferred from sequence or structural similarity /// 0006534 // cysteine metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0016226 // iron-sulfur cluster assembly // inferred from sequence or structural similarity /// 0016226 // iron-sulfur cluster assembly // non-traceable author statement
146271_at,CG5336,Ced-12,FBgn0032409,0006909 // phagocytosis // inferred from electronic annotation /// 0007015 // actin filament organization // inferred from mutant phenotype /// 0007298 // border follicle cell migration // inferred from mutant phenotype /// 0016477 // cell migration // inferred from genetic interaction
146283_at,CG17008,bru-2,FBgn0032423,---
146301_at,CG17174,ACXB,FBgn0032459,0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0009190 // cyclic nucleotide biosynthetic process // inferred from electronic annotation
146302_at,CG17176,ACXA,FBgn0032460,0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0009190 // cyclic nucleotide biosynthetic process // inferred from electronic annotation
146303_at,CG17178,ACXE,FBgn0032461,0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0009190 // cyclic nucleotide biosynthetic process // inferred from electronic annotation
146307_at,CG9933,A16,FBgn0032468,0006333 // chromatin assembly or disassembly // inferred from electronic annotation
146334_at,CG6537,CG6537,FBgn0032510,---
146347_at,CG16866,cenG1A,FBgn0032534,0007264 // small GTPase mediated signal transduction // non-traceable author statement /// 0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0032312 // regulation of ARF GTPase activity // inferred from electronic annotation
146348_at,CG16869,Ance-2,FBgn0032535,0006508 // proteolysis // inferred from electronic annotation
146349_at,CG17988,Ance-3,FBgn0032536,0006508 // proteolysis // inferred from electronic annotation
146361_at,CG13244,CG13244,FBgn0032577,---
146362_at,CG13258,CG13258,FBgn0032582,---
146374_at,CG13277,CG13277,FBgn0032599,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence or structural similarity /// 0016071 // mRNA metabolic process // inferred from electronic annotation"
146375_at,CG13278,CG13278,FBgn0032602,0006814 // sodium ion transport // inferred from electronic annotation
146380_at,CG13272,CG13272,FBgn0032607,---
146382_at,CG13280,CG13280,FBgn0032609,0008152 // metabolic process // inferred from electronic annotation
146384_at,CG13282,CG13282,FBgn0032612,0006629 // lipid metabolic process // inferred from electronic annotation
146385_at,CG13283,CG13283,FBgn0032613,0006508 // proteolysis // inferred from electronic annotation
146386_at,CG13284,CG13284,FBgn0032614,"0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation"
146390_at,CG12288,CG12288,FBgn0032620,---
146392_at,CG4855,CG4855,FBgn0032623,---
146394_at,CG12620,CG12620,FBgn0032626,0009966 // regulation of signal transduction // inferred from electronic annotation /// 0043666 // regulation of phosphoprotein phosphatase activity // inferred from electronic annotation
146395_at,CG12621,beat-IIIa,FBgn0032627,---
146397_at,CG15138,beat-IIIc,FBgn0032629,---
146398_at,CG6365,beat-IIIc,FBgn0032630,---
146416_at,CG7527,CadN2,FBgn0032655,0007155 // cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from electronic annotation /// 0007156 // homophilic cell adhesion // inferred from sequence or structural similarity /// 0016318 // ommatidial rotation // inferred from mutant phenotype /// 0016339 // calcium-dependent cell-cell adhesion // inferred from sequence or structural similarity /// 0016339 // calcium-dependent cell-cell adhesion // non-traceable author statement /// 0048846 // axon extension involved in axon guidance // inferred from mutant phenotype
146418_at,CG15148,btv,FBgn0032657,"0007018 // microtubule-based movement // inferred from electronic annotation /// 0007018 // microtubule-based movement // inferred from sequence or structural similarity /// 0007605 // sensory perception of sound // inferred from mutant phenotype /// 0007628 // adult walking behavior // inferred from mutant phenotype /// 0008049 // male courtship behavior // inferred from mutant phenotype /// 0031223 // auditory behavior // inferred from mutant phenotype /// 0045433 // male courtship behavior, veined wing generated song production // inferred from mutant phenotype"
146436_at,CG10176,CG10176,FBgn0032682,---
146437_at,CG10178,CG10178,FBgn0032684,0008152 // metabolic process // inferred from electronic annotation
146441_at,CG10413,CG10413,FBgn0032689,0006810 // transport // inferred from electronic annotation
146443_at,CG15163,CG15163,FBgn0032696,---
146444_at,CG15164,CG15164,FBgn0032697,---
146445_at,CG10338,CG10338,FBgn0032700,---
146446_at,CG10376,CG10376,FBgn0032702,0006470 // protein amino acid dephosphorylation // non-traceable author statement
146447_at,CG10343,CG10343,FBgn0032703,---
146450_at,CG10348,CG10348,FBgn0032707,0006412 // translation // inferred from electronic annotation
146456_at,CG10600,CG10600,FBgn0032717,---
146461_at,CG10621,CG10621,FBgn0032726,---
146462_at,CG10431,CG10431,FBgn0032730,---
146467_at,CG10652,CG10652,FBgn0032738,0006412 // translation // inferred from electronic annotation
146471_at,CG10470,CG10470,FBgn0032746,---
146476_at,CG10700,CG10700,FBgn0032754,0006917 // induction of apoptosis // inferred from sequence or structural similarity /// 0008635 // caspase activation via cytochrome c // inferred from sequence or structural similarity /// 0045454 // cell redox homeostasis // inferred from electronic annotation /// 0051882 // mitochondrial depolarization // inferred from sequence or structural similarity /// 0055114 // oxidation reduction // inferred from electronic annotation
146479_at,CG17345,amd,FBgn0032757,0006519 // cellular amino acid and derivative metabolic process // inferred from electronic annotation /// 0006584 // catecholamine metabolic process // non-traceable author statement /// 0006584 // catecholamine metabolic process // inferred from electronic annotation /// 0006584 // catecholamine metabolic process // inferred from mutant phenotype /// 0019752 // carboxylic acid metabolic process // inferred from electronic annotation /// 0040003 // chitin-based cuticle development // non-traceable author statement /// 0040003 // chitin-based cuticle development // inferred from mutant phenotype /// 0042417 // dopamine metabolic process // non-traceable author statement
146486_at,CG13086,CG13086,FBgn0032770,---
146492_at,CG13085,CG13085,FBgn0032780,---
146496_at,CG10195,CG10195,FBgn0032787,0006508 // proteolysis // inferred from electronic annotation
146497_at,CG13084,CG13084,FBgn0032788,---
146498_at,CG13083,CG13083,FBgn0032789,---
146500_at,CG13082,CG13082,FBgn0032803,---
146501_at,CG13081,CG13081,FBgn0032804,---
146502_at,CG10337,CG10337,FBgn0032805,---
146504_at,CG13080,CG13080,FBgn0032807,---
146505_at,CG13079,CG13079,FBgn0032808,---
146506_at,CG13078,CG13078,FBgn0032809,---
146507_at,CG13077,CG13077,FBgn0032810,---
146508_at,CG10262,CG10262,FBgn0032813,0006260 // DNA replication // inferred from sequence or structural similarity /// 0006260 // DNA replication // inferred from electronic annotation /// 0006275 // regulation of DNA replication // inferred from electronic annotation
146509_at,CG10447,CG10447,FBgn0032816,0006350 // transcription // inferred from sequence or structural similarity
146510_at,CG10628,CG10628,FBgn0032818,0042254 // ribosome biogenesis // inferred from electronic annotation
146511_at,CG10463,CG10463,FBgn0032819,0008033 // tRNA processing // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
146512_at,CG10538,CdGAPr,FBgn0032821,0007165 // signal transduction // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0031290 // retinal ganglion cell axon guidance // inferred from mutant phenotype
146513_at,CG10466,CG10466,FBgn0032822,0006508 // proteolysis // inferred from electronic annotation
146515_at,CG13962,CG13962,FBgn0032824,---
146516_at,CG13958,CG13958,FBgn0032825,---
146518_at,CG10481,CG10481,FBgn0032827,---
146522_at,CG13964,CG13964,FBgn0032831,---
146524_at,CG13965,CG13965,FBgn0032834,---
146526_at,CG10680,CG10680,FBgn0032836,---
146527_at,CG13966,CG13966,FBgn0032838,---
146528_at,CG10659,CG10659,FBgn0032839,---
146530_at,CG13969,bwa,FBgn0032842,0006629 // lipid metabolic process // inferred from electronic annotation /// 0006665 // sphingolipid metabolic process // inferred from sequence or structural similarity /// 0006672 // ceramide metabolic process // inferred from electronic annotation /// 0007420 // brain development // inferred from mutant phenotype /// 0019216 // regulation of lipid metabolic process // inferred from sequence or structural similarity /// 0046514 // ceramide catabolic process // inferred from sequence or structural similarity
146531_at,CG10730,CG10730,FBgn0032843,0008152 // metabolic process // inferred from electronic annotation
146533_at,CG10747,CG10747,FBgn0032845,0007165 // signal transduction // inferred from electronic annotation /// 0007242 // intracellular signaling cascade // inferred from electronic annotation
146534_at,CG10721,CG10721,FBgn0032846,---
146537_at,CG13970,CG13970,FBgn0032851,---
146538_at,CG13971,CG13971,FBgn0032852,---
146539_at,CG10651,CG10651,FBgn0032853,---
146545_at,CG17485,CG17485,FBgn0032866,---
146557_at,CG14402,CG14402,FBgn0032894,---
146558_at,CG14400,CG14400,FBgn0032896,---
146561_at,CG14401,CG14401,FBgn0032900,---
146564_at,CG18078,CG18078,FBgn0032905,---
146570_at,CG14397,CG14397,FBgn0032914,---
146576_at,CG9242,bur,FBgn0032928,0006164 // purine nucleotide biosynthetic process // inferred from electronic annotation /// 0006177 // GMP biosynthetic process // inferred from electronic annotation /// 0006177 // GMP biosynthetic process // inferred from sequence or structural similarity /// 0006541 // glutamine metabolic process // inferred from electronic annotation /// 0007411 // axon guidance // inferred from mutant phenotype /// 0008033 // tRNA processing // inferred from electronic annotation /// 0009058 // biosynthetic process // inferred from electronic annotation /// 0016578 // histone deubiquitination // inferred from physical interaction
146581_at,CG8672,CG8672,FBgn0032939,---
146584_at,CG2042,CG2042,FBgn0032944,---
146594_at,CG3549,CG3549,FBgn0032954,---
146597_at,CG11628,CG11628,FBgn0032960,0032012 // regulation of ARF protein signal transduction // inferred from electronic annotation
146599_at,CG11631,CG11631,FBgn0032963,---
146600_at,CG11630,CG11630,FBgn0032964,---
146601_at,CG11629,CG11629,FBgn0032965,---
146602_at,CG1421,CG1421,FBgn0032966,---
146603_at,CG1428,CG1428,FBgn0032967,0008152 // metabolic process // inferred from electronic annotation
146604_at,CG11634,CG11634,FBgn0032968,---
146608_at,CG10834,CG10834,FBgn0032972,0007018 // microtubule-based movement // inferred from sequence or structural similarity
146614_at,CG16948,CG16948,FBgn0032980,---
146618_at,CG12629,CG12629,FBgn0032984,---
146624_at,CG16937,CG16937,FBgn0032991,---
146625_at,CG17482,CG17482,FBgn0032994,---
146626_at,CG17479,CG17479,FBgn0032996,---
146628_at,CG14464,CG14464,FBgn0033000,---
146629_at,CG17586,CG17586,FBgn0033001,---
146630_at,CG17589,CG17589,FBgn0033002,---
146631_at,CG17588,CG17588,FBgn0033003,---
146632_at,CG3013,CG3013,FBgn0033004,---
146633_at,CG18289,CG18289,FBgn0033006,---
146634_at,CG18288,CG18288,FBgn0033007,---
146635_at,CG18225,CG18225,FBgn0033011,---
146636_at,CG14768,CG14768,FBgn0033012,---
146637_at,CG3392,CG3392,FBgn0033014,---
146638_at,CG10394,CG10394,FBgn0033016,---
146639_at,CG10465,CG10465,FBgn0033017,0006813 // potassium ion transport // inferred from electronic annotation
146640_at,CG10453,CG10453,FBgn0033018,---
146641_at,CG10396,CG10396,FBgn0033020,"0006123 // mitochondrial electron transport, cytochrome c to oxygen // inferred from sequence or structural similarity /// 0055114 // oxidation reduction // inferred from electronic annotation"
146646_at,CG11665,CG11665,FBgn0033028,---
146647_at,CG1294,CG1294,FBgn0033030,---
146649_at,CG1298,CG1298,FBgn0033032,---
146658_at,CG12551,CG12551,FBgn0033045,---
146659_at,CG14470,CG14470,FBgn0033046,---
146662_at,CG14471,CG14471,FBgn0033049,---
146666_at,CG14591,CG14591,FBgn0033054,---
146668_at,CG14594,CG14594,FBgn0033057,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
146669_at,CG14593,CG14593,FBgn0033058,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
146671_at,CG14589,CG14589,FBgn0033063,---
146673_at,CG11211,CG11211,FBgn0033067,---
146713_at,CG12842,CG12842,FBgn0033131,---
146719_at,CG12836,CG12836,FBgn0033140,---
146720_at,CG12831,CG12831,FBgn0033141,---
146721_at,CG12835,CG12835,FBgn0033142,---
146723_at,CG12828,CG12828,FBgn0033145,---
146733_at,CG1706,CG1706,FBgn0033163,---
146734_at,CG11112,CG11112,FBgn0033164,---
146735_at,CG11113,CG11113,FBgn0033165,---
146736_at,CG11166,CG11166,FBgn0033166,---
146738_at,CG11145,CG11145,FBgn0033168,---
146739_at,CG11123,CG11123,FBgn0033169,---
146743_at,CG11125,CG11125,FBgn0033174,---
146751_at,CG1360,CG1360,FBgn0033195,---
146752_at,CG1358,CG1358,FBgn0033196,0006810 // transport // inferred from electronic annotation
146758_at,CG12826,CG12826,FBgn0033207,---
146761_s_at,CG1576,CG1576,FBgn0033211,0042384 // cilium biogenesis // not recorded
146767_at,CG12825,CG12825,FBgn0033221,---
146768_at,CG12824,CG12824,FBgn0033222,---
146772_at,CG12822,CG12822,FBgn0033229,---
146775_at,CG12159,CG12159,FBgn0033232,---
146777_at,CG11165,CG11165,FBgn0033238,---
146780_at,CG2916,septin,FBgn0033242,0000910 // cytokinesis // inferred from sequence or structural similarity /// 0000910 // cytokinesis // non-traceable author statement /// 0007049 // cell cycle // inferred from electronic annotation
146782_at,CG11198,CG11198,FBgn0033246,0006633 // fatty acid biosynthetic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
146783_at,CG11196,CG11196,FBgn0033248,0006810 // transport // inferred from electronic annotation
146785_at,CG12769,CG12769,FBgn0033252,---
146788_at,CG11210,CG11210,FBgn0033259,---
146799_at,CG12126,CG12126,FBgn0033280,---
146802_at,CG11635,CG11635,FBgn0033283,---
146809_at,CG11669,CG11669,FBgn0033296,0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
146814_at,CG12780,CG12780,FBgn0033301,---
146816_at,CG14753,CG14753,FBgn0033303,---
146841_at,CG13751,CG13751,FBgn0033340,---
146848_at,CG13749,CG13749,FBgn0033353,---
146849_at,CG13745,CG13745,FBgn0033354,---
146850_at,CG13748,CG13748,FBgn0033355,---
146851_at,CG8226,CG8226,FBgn0033357,0006886 // intracellular protein transport // inferred from electronic annotation
146856_at,CG13744,CG13744,FBgn0033363,0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // non-traceable author statement
146857_at,CG13747,CG13747,FBgn0033364,---
146859_at,CG13743,CG13743,FBgn0033368,0006865 // amino acid transport // inferred from sequence or structural similarity
146861_at,CG11778,CG11778,FBgn0033371,0006810 // transport // inferred from electronic annotation
146862_at,CG13742,CG13742,FBgn0033372,---
146863_at,CG13741,CG13741,FBgn0033374,---
146872_at,CG13740,CG13740,FBgn0033394,---
146875_at,CG13739,CG13739,FBgn0033403,0007017 // microtubule-based process // inferred from electronic annotation
146877_at,CG13954,CG13954,FBgn0033405,---
146881_at,CG13955,CG13955,FBgn0033412,---
146882_at,CG11804,ced-6,FBgn0033414,0006909 // phagocytosis // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0016319 // mushroom body development // inferred from mutant phenotype
146883_at,CG13952,Camta,FBgn0033415,0016059 // deactivation of rhodopsin mediated signaling // inferred from mutant phenotype
146884_at,CG13953,Camta,FBgn0033416,---
146885_at,CG12933,CG12933,FBgn0033418,0007269 // neurotransmitter secretion // inferred from mutant phenotype /// 0008344 // adult locomotory behavior // inferred from mutant phenotype /// 0048167 // regulation of synaptic plasticity // inferred from mutant phenotype /// 0048790 // maintenance of presynaptic active zone structure // inferred from mutant phenotype
146886_at,CG12932,brp,FBgn0033419,---
