Probe Set ID,CG Name,Gene Name,FBgn Number,GO
147915_at,CG7022,E(bx),FBgn0035117,"0006325 // establishment or maintenance of chromatin architecture // inferred from mutant phenotype /// 0006334 // nucleosome assembly // non-traceable author statement /// 0006338 // chromatin remodeling // inferred from mutant phenotype /// 0006350 // transcription // inferred from direct assay /// 0006350 // transcription // inferred from mutant phenotype /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0016568 // chromatin modification // inferred from electronic annotation /// 0030097 // hemopoiesis // inferred from mutant phenotype /// 0035073 // pupariation // inferred from mutant phenotype /// 0035076 // ecdysone receptor-mediated signaling pathway // inferred from genetic interaction /// 0042766 // nucleosome mobilization // inferred from direct assay /// 0042766 // nucleosome mobilization // traceable author statement /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype"
147916_at,CG17135,E(bx),FBgn0035118,"0006325 // establishment or maintenance of chromatin architecture // inferred from mutant phenotype /// 0006334 // nucleosome assembly // non-traceable author statement /// 0006338 // chromatin remodeling // inferred from mutant phenotype /// 0006350 // transcription // inferred from direct assay /// 0006350 // transcription // inferred from mutant phenotype /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0016568 // chromatin modification // inferred from electronic annotation /// 0030097 // hemopoiesis // inferred from mutant phenotype /// 0035073 // pupariation // inferred from mutant phenotype /// 0035076 // ecdysone receptor-mediated signaling pathway // inferred from genetic interaction /// 0042766 // nucleosome mobilization // inferred from direct assay /// 0042766 // nucleosome mobilization // traceable author statement /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype"
152592_at,CG7776,E(Pc),FBgn0000581,0006325 // establishment or maintenance of chromatin architecture // inferred from mutant phenotype /// 0016573 // histone acetylation // inferred from direct assay /// 0043486 // histone exchange // inferred from direct assay
153502_at,CG1871,e(r),FBgn0011586,0006221 // pyrimidine nucleotide biosynthetic process // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // non-traceable author statement /// 0007049 // cell cycle // inferred from electronic annotation
142819_at,CG8365,E(spl),FBgn0000591,"0000122 // negative regulation of transcription from RNA polymerase II promoter // non-traceable author statement /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007173 // epidermal growth factor receptor signaling pathway // non-traceable author statement /// 0007219 // Notch signaling pathway // non-traceable author statement /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007398 // ectoderm development // traceable author statement /// 0007399 // nervous system development // inferred from electronic annotation /// 0007422 // peripheral nervous system development // traceable author statement /// 0007498 // mesoderm development // inferred from mutant phenotype /// 0008587 // imaginal disc-derived wing margin morphogenesis // non-traceable author statement /// 0016360 // sensory organ precursor cell fate determination // inferred from mutant phenotype /// 0030154 // cell differentiation // inferred from electronic annotation /// 0045165 // cell fate commitment // non-traceable author statement /// 0045449 // regulation of transcription // inferred from electronic annotation /// 0045468 // regulation of R8 cell spacing in compound eye // non-traceable author statement /// 0048666 // neuron development // inferred from mutant phenotype /// 0048749 // compound eye development // inferred from mutant phenotype /// 0048749 // compound eye development // traceable author statement /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype"
154366_at,CG6474,e(y)1,FBgn0000617,"0006350 // transcription // inferred from electronic annotation /// 0006352 // transcription initiation // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // non-traceable author statement /// 0006367 // transcription initiation from RNA polymerase II promoter // inferred from sequence or structural similarity"
144886_at,CG15191,e(y)2,FBgn0030315,"0006350 // transcription // non-traceable author statement /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0045941 // positive regulation of transcription // inferred from mutant phenotype"
154532_at,CG6502,E(z),FBgn0000629,"0006342 // chromatin silencing // non-traceable author statement /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007411 // axon guidance // inferred from mutant phenotype /// 0007517 // muscle development // inferred from mutant phenotype /// 0016458 // gene silencing // non-traceable author statement /// 0016481 // negative regulation of transcription // non-traceable author statement /// 0016568 // chromatin modification // inferred from electronic annotation /// 0016571 // histone methylation // inferred from direct assay /// 0016571 // histone methylation // inferred from mutant phenotype /// 0016571 // histone methylation // traceable author statement /// 0022008 // neurogenesis // inferred from mutant phenotype /// 0035186 // syncytial blastoderm mitotic cell cycle // inferred from mutant phenotype /// 0042810 // pheromone metabolic process // non-traceable author statement /// 0045892 // negative regulation of transcription, DNA-dependent // inferred from direct assay /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype"
145703_at,CG3327,E23,FBgn0031524,---
145704_at,CG15410,E23,FBgn0031525,---
143689_at,CG6376,E2f,FBgn0011766,"0000082 // G1/S transition of mitotic cell cycle // traceable author statement /// 0000083 // regulation of transcription of G1/S-phase of mitotic cell cycle // non-traceable author statement /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007307 // eggshell chorion gene amplification // traceable author statement /// 0007444 // imaginal disc development // traceable author statement /// 0008284 // positive regulation of cell proliferation // non-traceable author statement /// 0009987 // cellular process // inferred from mutant phenotype /// 0019730 // antimicrobial humoral response // inferred from mutant phenotype /// 0040007 // growth // non-traceable author statement /// 0042023 // DNA endoreduplication // inferred from genetic interaction /// 0042023 // DNA endoreduplication // inferred from mutant phenotype /// 0045476 // nurse cell apoptosis // traceable author statement /// 0045850 // positive regulation of nurse cell apoptosis // inferred from mutant phenotype /// 0045941 // positive regulation of transcription // traceable author statement /// 0051726 // regulation of cell cycle // inferred from mutant phenotype /// 0051726 // regulation of cell cycle // non-traceable author statement"
152487_at,CG1071,E2f2,FBgn0024371,"0000082 // G1/S transition of mitotic cell cycle // traceable author statement /// 0000122 // negative regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007113 // endomitotic cell cycle // traceable author statement /// 0007310 // oocyte dorsal/ventral axis determination // inferred from mutant phenotype /// 0007314 // oocyte anterior/posterior axis determination // inferred from mutant phenotype /// 0007444 // imaginal disc development // traceable author statement /// 0008156 // negative regulation of DNA replication // inferred from mutant phenotype /// 0016481 // negative regulation of transcription // traceable author statement /// 0042023 // DNA endoreduplication // inferred from genetic interaction /// 0042023 // DNA endoreduplication // inferred from mutant phenotype /// 0045449 // regulation of transcription // inferred from sequence or structural similarity /// 0048477 // oogenesis // traceable author statement"
149863_at,CG9930,E5,FBgn0038187,"0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0045449 // regulation of transcription // inferred from electronic annotation"
143137_at,CG4920,ea,FBgn0000533,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006508 // proteolysis // inferred from electronic annotation /// 0006508 // proteolysis // non-traceable author statement /// 0006508 // proteolysis // traceable author statement /// 0006952 // defense response // non-traceable author statement /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007311 // maternal determination of dorsal/ventral axis, oocyte, germ-line encoded // traceable author statement /// 0008063 // Toll signaling pathway // non-traceable author statement /// 0008063 // Toll signaling pathway // traceable author statement /// 0009950 // dorsal/ventral axis specification // inferred from mutant phenotype /// 0009950 // dorsal/ventral axis specification // non-traceable author statement /// 0009950 // dorsal/ventral axis specification // traceable author statement /// 0031638 // zymogen activation // inferred from direct assay"
144146_at,CG3747,Eaat1,FBgn0026439,0006835 // dicarboxylic acid transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity /// 0007632 // visual behavior // inferred from mutant phenotype /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0014853 // regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction // inferred from mutant phenotype /// 0015810 // aspartate transport // inferred by curator /// 0015813 // L-glutamate transport // inferred by curator
152272_at,CG3159,Eaat2,FBgn0026438,0006835 // dicarboxylic acid transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from sequence or structural similarity /// 0007632 // visual behavior // inferred from mutant phenotype /// 0015734 // taurine transport // inferred from direct assay
148231_at,CG12756,Eaf6,FBgn0035624,---
143138_at,CG10952,eag,FBgn0000535,"0000160 // two-component signal transduction system (phosphorelay) // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // traceable author statement /// 0007165 // signal transduction // inferred from electronic annotation /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007399 // nervous system development // inferred from electronic annotation /// 0007608 // sensory perception of smell // non-traceable author statement /// 0007611 // learning or memory // inferred from direct assay /// 0007611 // learning or memory // non-traceable author statement /// 0007619 // courtship behavior // non-traceable author statement /// 0007619 // courtship behavior // traceable author statement /// 0007629 // flight behavior // inferred from mutant phenotype /// 0008016 // regulation of heart contraction // non-traceable author statement /// 0030154 // cell differentiation // inferred from electronic annotation /// 0042066 // perineurial glial growth // inferred from genetic interaction /// 0048150 // behavioral response to ether // non-traceable author statement"
151512_at,CG6827,eap,GH12334.3prime-hit,0009059 // macromolecule biosynthetic process // inferred from electronic annotation /// 0018215 // protein amino acid phosphopantetheinylation // non-traceable author statement
154752_at,CG3594,Eap,FBgn0035063,---
153464_at,CG4913,ear,FBgn0038317,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006367 // transcription initiation from RNA polymerase II promoter // inferred from sequence or structural similarity"
143139_at,CG3525,eas,FBgn0000536,0006646 // phosphatidylethanolamine biosynthetic process // non-traceable author statement /// 0007420 // brain development // inferred from mutant phenotype /// 0007616 // long-term memory // traceable author statement /// 0007638 // mechanosensory behavior // inferred from mutant phenotype /// 0008306 // associative learning // traceable author statement /// 0009612 // response to mechanical stimulus // inferred from mutant phenotype /// 0016310 // phosphorylation // non-traceable author statement /// 0016319 // mushroom body development // inferred from mutant phenotype /// 0016319 // mushroom body development // traceable author statement /// 0046959 // habituation // traceable author statement /// 0055059 // asymmetric neuroblast division // inferred from mutant phenotype
141751_at,CG4399,east,FBgn0023544,0000089 // mitotic metaphase // inferred from mutant phenotype /// 0000705 // achiasmate meiosis I // inferred from mutant phenotype /// 0006508 // proteolysis // inferred from electronic annotation /// 0016321 // female meiosis chromosome segregation // inferred from mutant phenotype
150710_at,CG6124,eater,FBgn0039484,---
142558_s_at,CG3265,Eb1,FBgn0027066,0000022 // mitotic spindle elongation // inferred from direct assay /// 0000022 // mitotic spindle elongation // inferred from mutant phenotype /// 0007017 // microtubule-based process // inferred from sequence or structural similarity /// 0007017 // microtubule-based process // traceable author statement /// 0007052 // mitotic spindle organization and biogenesis // traceable author statement /// 0007059 // chromosome segregation // inferred from direct assay /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0007626 // locomotory behavior // inferred from mutant phenotype /// 0007629 // flight behavior // inferred from mutant phenotype /// 0040001 // establishment of mitotic spindle localization // non-traceable author statement /// 0040001 // establishment of mitotic spindle localization // traceable author statement /// 0051225 // spindle assembly // inferred from direct assay
154250_at,CG4063,ebi,FBgn0023444,0007049 // cell cycle // inferred from electronic annotation /// 0007173 // epidermal growth factor receptor signaling pathway // traceable author statement /// 0007219 // Notch signaling pathway // traceable author statement /// 0007601 // visual perception // inferred from electronic annotation /// 0030162 // regulation of proteolysis // traceable author statement /// 0042058 // regulation of epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0042676 // compound eye cone cell fate commitment // traceable author statement /// 0050896 // response to stimulus // inferred from electronic annotation /// 0051726 // regulation of cell cycle // inferred from mutant phenotype
144054_at,CG2904,ec,FBgn0025376,0006511 // ubiquitin-dependent protein catabolic process // inferred from electronic annotation /// 0046666 // retinal cell programmed cell death // traceable author statement /// 0046667 // compound eye retinal cell programmed cell death // traceable author statement
142700_at,CG9443,p24-2,FBgn0037732,0006810 // transport // inferred from electronic annotation
152574_at,CG5714,ecd,FBgn0035324,"0002165 // instar larval or pupal development // traceable author statement /// 0002168 // instar larval development // inferred from mutant phenotype /// 0006697 // ecdysone biosynthetic process // traceable author statement /// 0007030 // Golgi organization and biogenesis // inferred from mutant phenotype /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007390 // germ-band shortening // inferred from mutant phenotype /// 0007458 // progression of morphogenetic furrow during compound eye morphogenesis // inferred from mutant phenotype /// 0007591 // molting cycle, chitin-based cuticle // inferred from mutant phenotype /// 0008258 // head involution // inferred from mutant phenotype /// 0008362 // chitin-based embryonic cuticle biosynthetic process // inferred from mutant phenotype /// 0009608 // response to symbiont // inferred from genetic interaction /// 0009608 // response to symbiont // inferred from mutant phenotype /// 0030154 // cell differentiation // inferred from electronic annotation /// 0042810 // pheromone metabolic process // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from electronic annotation /// 0048542 // lymph gland development // inferred from mutant phenotype"
142575_at,CG8598,eco,FBgn0035766,0006281 // DNA repair // inferred from electronic annotation /// 0007049 // cell cycle // inferred from electronic annotation /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0007064 // mitotic sister chromatid cohesion // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation
146672_at,CG8347,EcR,FBgn0033064,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0006914 // autophagy // inferred from mutant phenotype /// 0007155 // cell adhesion // inferred from mutant phenotype /// 0007286 // spermatid development // inferred from mutant phenotype /// 0007291 // sperm individualization // inferred from mutant phenotype /// 0007298 // border follicle cell migration // inferred from mutant phenotype /// 0007390 // germ-band shortening // inferred from mutant phenotype /// 0007409 // axonogenesis // inferred from mutant phenotype /// 0007422 // peripheral nervous system development // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from genetic interaction /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0007488 // histoblast morphogenesis // inferred from mutant phenotype /// 0007517 // muscle development // inferred from mutant phenotype /// 0007552 // metamorphosis // inferred from mutant phenotype /// 0007561 // imaginal disc eversion // traceable author statement /// 0008258 // head involution // inferred from mutant phenotype /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0008362 // chitin-based embryonic cuticle biosynthetic process // inferred from mutant phenotype /// 0008544 // epidermis development // inferred from mutant phenotype /// 0010002 // cardioblast differentiation // inferred from mutant phenotype /// 0016319 // mushroom body development // inferred from genetic interaction /// 0016322 // neuron remodeling // inferred from mutant phenotype /// 0018990 // ecdysis, chitin-based cuticle // inferred from mutant phenotype /// 0035053 // dorsal vessel heart proper cell fate commitment // inferred from mutant phenotype /// 0035072 // ecdysone-mediated induction of salivary gland cell autophagic cell death // non-traceable author statement /// 0035073 // pupariation // inferred from mutant phenotype /// 0035076 // ecdysone receptor-mediated signaling pathway // inferred from mutant phenotype /// 0035180 // larval wandering behavior // inferred from mutant phenotype /// 0035188 // hatching // inferred from mutant phenotype /// 0035193 // larval central nervous system remodeling // inferred from mutant phenotype /// 0035193 // larval central nervous system remodeling // traceable author statement /// 0040034 // regulation of development, heterochronic // traceable author statement /// 0042220 // response to cocaine // inferred from genetic interaction /// 0045892 // negative regulation of transcription, DNA-dependent // traceable author statement /// 0048477 // oogenesis // inferred from mutant phenotype /// 0048477 // oogenesis // non-traceable author statement /// 0048666 // neuron development // inferred from mutant phenotype /// 0048738 // cardiac muscle development // inferred from mutant phenotype /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype /// 0048813 // dendrite morphogenesis // non-traceable author statement"
154377_at,CG1765,EcR,FBgn0000546,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from mutant phenotype /// 0006914 // autophagy // inferred from mutant phenotype /// 0007155 // cell adhesion // inferred from mutant phenotype /// 0007286 // spermatid development // inferred from mutant phenotype /// 0007291 // sperm individualization // inferred from mutant phenotype /// 0007298 // border follicle cell migration // inferred from mutant phenotype /// 0007390 // germ-band shortening // inferred from mutant phenotype /// 0007409 // axonogenesis // inferred from mutant phenotype /// 0007422 // peripheral nervous system development // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from genetic interaction /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0007488 // histoblast morphogenesis // inferred from mutant phenotype /// 0007517 // muscle development // inferred from mutant phenotype /// 0007552 // metamorphosis // inferred from mutant phenotype /// 0007561 // imaginal disc eversion // traceable author statement /// 0008258 // head involution // inferred from mutant phenotype /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0008362 // chitin-based embryonic cuticle biosynthetic process // inferred from mutant phenotype /// 0008544 // epidermis development // inferred from mutant phenotype /// 0010002 // cardioblast differentiation // inferred from mutant phenotype /// 0016319 // mushroom body development // inferred from genetic interaction /// 0016322 // neuron remodeling // inferred from mutant phenotype /// 0018990 // ecdysis, chitin-based cuticle // inferred from mutant phenotype /// 0035053 // dorsal vessel heart proper cell fate commitment // inferred from mutant phenotype /// 0035072 // ecdysone-mediated induction of salivary gland cell autophagic cell death // non-traceable author statement /// 0035073 // pupariation // inferred from mutant phenotype /// 0035076 // ecdysone receptor-mediated signaling pathway // inferred from mutant phenotype /// 0035180 // larval wandering behavior // inferred from mutant phenotype /// 0035188 // hatching // inferred from mutant phenotype /// 0035193 // larval central nervous system remodeling // inferred from mutant phenotype /// 0035193 // larval central nervous system remodeling // traceable author statement /// 0040034 // regulation of development, heterochronic // traceable author statement /// 0042220 // response to cocaine // inferred from genetic interaction /// 0045892 // negative regulation of transcription, DNA-dependent // traceable author statement /// 0048477 // oogenesis // inferred from mutant phenotype /// 0048477 // oogenesis // non-traceable author statement /// 0048666 // neuron development // inferred from mutant phenotype /// 0048738 // cardiac muscle development // inferred from mutant phenotype /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype /// 0048813 // dendrite morphogenesis // non-traceable author statement"
144214_at,CG10610,ECSIT,FBgn0028436,0006952 // defense response // non-traceable author statement /// 0006955 // immune response // inferred from electronic annotation /// 0007165 // signal transduction // non-traceable author statement /// 0008063 // Toll signaling pathway // non-traceable author statement /// 0045087 // innate immune response // inferred from direct assay /// 0045087 // innate immune response // inferred from electronic annotation /// 0045087 // innate immune response // inferred from mutant phenotype /// 0051341 // regulation of oxidoreductase activity // inferred from sequence or structural similarity
148512_at,CG6611,ect,FBgn0036073,---
148513_at,CG11965,ect,FBgn0036074,---
153367_at,CG3132,Ect3,FBgn0037977,0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0035071 // salivary gland cell autophagic cell death // inferred from expression pattern /// 0048102 // autophagic cell death // inferred from expression pattern
148372_at,CG7905,Ect4,FBgn0035834,0006955 // immune response // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0045087 // innate immune response // inferred from electronic annotation
151307_at,CG13680,Ect4,FBgn0040834,0006955 // immune response // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0045087 // innate immune response // inferred from electronic annotation
152824_at,CG7915,Ect4,FBgn0035835,0006955 // immune response // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0045087 // innate immune response // inferred from electronic annotation
142573_at,CG15424,ed,FBgn0031584,0002009 // morphogenesis of an epithelium // inferred from mutant phenotype /// 0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from direct assay /// 0007156 // homophilic cell adhesion // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from physical interaction /// 0007391 // dorsal closure // inferred from mutant phenotype /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016337 // cell-cell adhesion // inferred from mutant phenotype /// 0030038 // contractile actin filament bundle formation // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from genetic interaction /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // non-traceable author statement /// 0046843 // dorsal appendage formation // inferred from mutant phenotype /// 0048644 // muscle morphogenesis // inferred from mutant phenotype /// 0050768 // negative regulation of neurogenesis // inferred from mutant phenotype
145746_at,CG12676,ed,FBgn0031582,0002009 // morphogenesis of an epithelium // inferred from mutant phenotype /// 0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from direct assay /// 0007156 // homophilic cell adhesion // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from physical interaction /// 0007391 // dorsal closure // inferred from mutant phenotype /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016337 // cell-cell adhesion // inferred from mutant phenotype /// 0030038 // contractile actin filament bundle formation // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from genetic interaction /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // non-traceable author statement /// 0046843 // dorsal appendage formation // inferred from mutant phenotype /// 0048644 // muscle morphogenesis // inferred from mutant phenotype /// 0050768 // negative regulation of neurogenesis // inferred from mutant phenotype
145747_at,CG16842,ed,FBgn0031583,0002009 // morphogenesis of an epithelium // inferred from mutant phenotype /// 0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from direct assay /// 0007156 // homophilic cell adhesion // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from physical interaction /// 0007391 // dorsal closure // inferred from mutant phenotype /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016337 // cell-cell adhesion // inferred from mutant phenotype /// 0030038 // contractile actin filament bundle formation // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from genetic interaction /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // non-traceable author statement /// 0046843 // dorsal appendage formation // inferred from mutant phenotype /// 0048644 // muscle morphogenesis // inferred from mutant phenotype /// 0050768 // negative regulation of neurogenesis // inferred from mutant phenotype
151631_at,CG15424,ed,LD11008.3prime-hit,0002009 // morphogenesis of an epithelium // inferred from mutant phenotype /// 0007155 // cell adhesion // inferred from sequence or structural similarity /// 0007156 // homophilic cell adhesion // inferred from direct assay /// 0007156 // homophilic cell adhesion // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0007173 // epidermal growth factor receptor signaling pathway // inferred from physical interaction /// 0007391 // dorsal closure // inferred from mutant phenotype /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016337 // cell-cell adhesion // inferred from mutant phenotype /// 0030038 // contractile actin filament bundle formation // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from genetic interaction /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // inferred from mutant phenotype /// 0042059 // negative regulation of epidermal growth factor receptor signaling pathway // non-traceable author statement /// 0046843 // dorsal appendage formation // inferred from mutant phenotype /// 0048644 // muscle morphogenesis // inferred from mutant phenotype /// 0050768 // negative regulation of neurogenesis // inferred from mutant phenotype
148962_at,CG6311,Edc3,FBgn0036735,0006402 // mRNA catabolic process // inferred from mutant phenotype
152601_at,CG3810,Edem1,FBgn0023511,0008152 // metabolic process // inferred from electronic annotation /// 0030433 // ER-associated protein catabolic process // non-traceable author statement
146315_at,CG5682,Edem2,FBgn0032480,0008152 // metabolic process // inferred from electronic annotation /// 0030433 // ER-associated protein catabolic process // non-traceable author statement
143140_at,CG7673,Edg78E,FBgn0000551,---
143141_at,CG2345,Edg84A,FBgn0000552,---
143480_at,CG7539,Edg91,FBgn0004554,---
153855_at,CG15085,edl,FBgn0034373,"0006355 // regulation of transcription, DNA-dependent // inferred from physical interaction /// 0007423 // sensory organ development // inferred from mutant phenotype /// 0009880 // embryonic pattern specification // inferred from mutant phenotype /// 0016481 // negative regulation of transcription // inferred from genetic interaction /// 0042058 // regulation of epidermal growth factor receptor signaling pathway // inferred from expression pattern /// 0042058 // regulation of epidermal growth factor receptor signaling pathway // traceable author statement /// 0042325 // regulation of phosphorylation // inferred from direct assay /// 0042461 // photoreceptor cell development // inferred from mutant phenotype /// 0046578 // regulation of Ras protein signal transduction // inferred from physical interaction /// 0051168 // nuclear export // inferred from direct assay"
144183_at,CG6542,EDTP,FBgn0027506,0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0016311 // dephosphorylation // inferred from electronic annotation
153449_at,CG4912,eEF1delta,FBgn0032198,0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from sequence or structural similarity /// 0006414 // translational elongation // non-traceable author statement
143142_at,CG1873,Ef1alpha100E,FBgn0000557,0006412 // translation // non-traceable author statement /// 0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from sequence or structural similarity /// 0006414 // translational elongation // non-traceable author statement
153350_at,CG8280,Ef1alpha48D,FBgn0000556,0006412 // translation // non-traceable author statement /// 0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from sequence or structural similarity /// 0006414 // translational elongation // non-traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation
154264_at,CG6341,Ef1beta,FBgn0025828,0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from sequence or structural similarity /// 0006414 // translational elongation // non-traceable author statement
150815_at,CG11901,Ef1gamma,FBgn0039652,0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from sequence or structural similarity /// 0006414 // translational elongation // inferred from electronic annotation /// 0035071 // salivary gland cell autophagic cell death // inferred from expression pattern /// 0048102 // autophagic cell death // inferred from expression pattern
143143_at,CG2238,Ef2b,FBgn0000559,0000022 // mitotic spindle elongation // inferred from mutant phenotype /// 0006412 // translation // non-traceable author statement /// 0006412 // translation // inferred from electronic annotation /// 0006414 // translational elongation // inferred from sequence or structural similarity /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype
